2012-12-17 18:28:02 : Próbkowanie S(q) w 2D dla par. startowych: d=x, Z=10000 phi=y salt=0.1
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.0401937070115874
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.052836
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.0334947558429895
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.0634032
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.0279122965358246
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.07608384
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0232602471131872
2012-12-17 18:33:45 : RunRY: Done, fitted alfa =  1.825E-01, start_alpha = 0.0634032 $var = -1, S(qm) =  1.012E+00
2012-12-17 18:33:45 : Obliczam S(q) dla phi = 0.000976858520142912
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.1825
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.166598944574488
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.219
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.138832453812073
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.2628
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.115693711510061
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.31536
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0964114262583843
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.378432
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.0803428552153202
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.4541184
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0669523793461002
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.54494208
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.0557936494550835
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.653930496
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.0464947078792363
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.7847165952
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.0387455898993636
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.94165991424
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.032287991582803
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.1825
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.166598944574488
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.219
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.138832453812073
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.2628
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.115693711510061
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.31536
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0964114262583843
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.378432
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.0803428552153202
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.4541184
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0669523793461002
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.54494208
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.0557936494550835
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.653930496
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.0464947078792363
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.7847165952
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.0387455898993636
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.94165991424
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.032287991582803
2012-12-17 18:37:55 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-17 18:37:55 : Nie udalo sie obliczyc S(q) dla phi = 0.000976858520142912!
2012-12-17 18:37:55 : Obliczam S(q) dla phi = 0.00307106908333164
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.032287991582803
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.0294747688773969
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.0387455898993636
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.0245623073978307
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.0464947078792363
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.0204685894981923
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.0557936494550836
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0170571579151602
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0669523793461003
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.0142142982626335
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0803428552153204
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0118452485521946
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0964114262583844
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00987104046016218
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.115693711510061
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00822586705013515
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.138832453812074
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00685488920844596
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.166598944574488
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00571240767370496
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.032287991582803
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.0294747688773969
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.0387455898993636
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.0245623073978307
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.0464947078792363
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.0204685894981923
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.0557936494550836
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0170571579151602
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0669523793461003
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.0142142982626335
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0803428552153204
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0118452485521946
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0964114262583844
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00987104046016218
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.115693711510061
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00822586705013515
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.138832453812074
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00685488920844596
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.166598944574488
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00571240767370496
2012-12-17 18:42:06 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-17 18:42:06 : Nie udalo sie obliczyc S(q) dla phi = 0.00307106908333164!
2012-12-17 18:42:06 : Obliczam S(q) dla phi = 0.0096548938460563
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00571240767370496
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00521469090092303
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00685488920844595
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.00434557575076919
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00822586705013514
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.00362131312564099
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00987104046016217
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.00301776093803416
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0118452485521946
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00251480078169513
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0142142982626335
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.00209566731807928
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0170571579151602
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00174638943173273
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.0204685894981923
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00145532452644394
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0245623073978307
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00121277043870329
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.0294747688773969
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00101064203225274
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00571240767370496
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00521469090092303
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00685488920844595
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.00434557575076919
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00822586705013514
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.00362131312564099
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00987104046016217
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.00301776093803416
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0118452485521946
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00251480078169513
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0142142982626335
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.00209566731807928
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0170571579151602
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00174638943173273
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.0204685894981923
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00145532452644394
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0245623073978307
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00121277043870329
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.0294747688773969
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00101064203225274
2012-12-17 18:46:16 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-17 18:46:16 : Nie udalo sie obliczyc S(q) dla phi = 0.0096548938460563!
2012-12-17 18:46:16 : Obliczam S(q) dla phi = 0.0303532654750604
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00101064203225274
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000922585731046149
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00121277043870329
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000768821442538457
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00145532452644395
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000640684535448715
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00174638943173273
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.000533903779540595
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00209566731807928
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00044491981628383
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.00251480078169514
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.000370766513569858
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.00301776093803416
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.000308972094641548
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.003621313125641
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.000257476745534624
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0043455757507692
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000214563954612186
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.00521469090092304
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.000178803295510155
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00101064203225274
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000922585731046149
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00121277043870329
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000768821442538457
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00145532452644395
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000640684535448715
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00174638943173273
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.000533903779540595
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00209566731807928
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00044491981628383
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.00251480078169514
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.000370766513569858
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.00301776093803416
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.000308972094641548
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.003621313125641
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.000257476745534624
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0043455757507692
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000214563954612186
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.00521469090092304
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.000178803295510155
2012-12-17 18:50:27 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-17 18:50:27 : Nie udalo sie obliczyc S(q) dla phi = 0.0303532654750604!
2012-12-17 18:50:27 : Obliczam S(q) dla phi = 0.09542525683758
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.000178803295510155
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000163224330511957
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.000214563954612186
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000136020275426631
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.000257476745534623
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000113350229522192
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.000308972094641548
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 9.44585246018269e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.000370766513569857
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 7.87154371681891e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.000444919816283829
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 6.55961976401575e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.000533903779540595
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 5.46634980334646e-005
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000640684535448713
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 4.55529150278872e-005
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000768821442538456
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 3.79607625232393e-005
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000922585731046147
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 3.16339687693661e-005
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.000178803295510155
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000163224330511957
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.000214563954612186
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000136020275426631
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.000257476745534623
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000113350229522192
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.000308972094641548
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 9.44585246018269e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.000370766513569857
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 7.87154371681891e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.000444919816283829
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 6.55961976401575e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.000533903779540595
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 5.46634980334646e-005
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000640684535448713
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 4.55529150278872e-005
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000768821442538456
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 3.79607625232393e-005
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000922585731046147
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 3.16339687693661e-005
2012-12-17 18:54:38 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-17 18:54:38 : Nie udalo sie obliczyc S(q) dla phi = 0.09542525683758!
2012-12-17 18:54:38 : Obliczam S(q) dla phi = 0.3
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 3.16339687693661e-005
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 2.88777304639929e-005
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 3.79607625232393e-005
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 2.40647753866608e-005
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 4.55529150278872e-005
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 2.0053979488884e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 5.46634980334646e-005
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 1.671164957407e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 6.55961976401575e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 1.39263746450583e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 7.8715437168189e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 1.16053122042153e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 9.44585246018268e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 9.67109350351272e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000113350229522192
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 8.0592445862606e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000136020275426631
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 6.71603715521717e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000163224330511957
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 5.59669762934764e-006
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 3.16339687693661e-005
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 2.88777304639929e-005
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 3.79607625232393e-005
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 2.40647753866608e-005
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 4.55529150278872e-005
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 2.0053979488884e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 5.46634980334646e-005
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 1.671164957407e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 6.55961976401575e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 1.39263746450583e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 7.8715437168189e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 1.16053122042153e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 9.44585246018268e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 9.67109350351272e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000113350229522192
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 8.0592445862606e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000136020275426631
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 6.71603715521717e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000163224330511957
