diam[nm],	phi	charge	MeanR[nm]	U(<r>)	U(r_FCC)	2pi/MeanR	Salt[然]	T[K]	Eps.	Lb[nm]	kappa[1/nm]	q_max[1/nm]	Sq_max	r_max[nm]	gr_max	S(0)	Contact_value	alpha	dr[diam]	U(rm)	r_dip[nm]	Nn	gr_dip	lambda	T~
95	0.117519580241233	2410.97510327295	  156.32187	 9.413E-01	 8.731E-02	   0.0401939	1e-3	293.16	36.7	 1.553859	 1.181E-01	 4.538E-02	 3.000E+00	 1.616E+02	 3.239E+00	 1.734E-02	 0.000E+00	 2.409E-01	0.032909867368421	 4.857E-01	 2.2252E+02	 1.201E+01	 5.4664E-01	 1.847E+01	 1.062E+00
95	0.117519580241233	3440.68206994254	  156.32187	 3.446E-01	 2.058E-02	   0.0401939	1e-3	293.16	36.7	 1.553859	 1.411E-01	 4.577E-02	 2.420E+00	 1.572E+02	 2.866E+00	 2.709E-02	 0.000E+00	 2.256E-01	0.032909867368421	 3.001E-01	 2.2330E+02	 1.184E+01	 6.4509E-01	 2.206E+01	 2.901E+00
95	0.117519580241233	4910.16812672738	  156.32187	 9.521E-02	 3.360E-03	   0.0401939	1e-3	293.16	36.7	 1.553859	 1.686E-01	 4.636E-02	 2.029E+00	 1.522E+02	 2.557E+00	 4.085E-02	 0.000E+00	 2.160E-01	0.032909867368421	 1.940E-01	 2.2330E+02	 1.164E+01	 7.2413E-01	 2.636E+01	 1.050E+01
95	0.117519580241233	7007.25918368044	  156.32187	 1.883E-02	 3.546E-04	   0.0401939	1e-3	293.16	36.7	 1.553859	 2.014E-01	 4.720E-02	 1.771E+00	 1.469E+02	 2.313E+00	 5.859E-02	 0.000E+00	 2.102E-01	0.032909867368421	 1.325E-01	 2.2221E+02	 1.141E+01	 7.8428E-01	 3.149E+01	 5.309E+01
95	0.117519580241233	9999.99999999999	  156.32187	 2.504E-03	 2.226E-05	   0.0401939	1e-3	293.16	36.7	 1.553859	 2.406E-01	 4.813E-02	 1.598E+00	 1.416E+02	 2.124E+00	 7.973E-02	 0.000E+00	 2.067E-01	0.032909867368421	 9.495E-02	 2.2017E+02	 1.095E+01	 8.2976E-01	 3.762E+01	 3.992E+02
95	0.3	200
95	0.3	285.418299448364
95	0.3	407.318028299979
95	0.3	581.280094860202
95	0.3	829.539880890912
95	0.3	1183.82931064241
95	0.3	1689.43274340343
95	0.3	2410.97510327295
95	0.3	3440.68206994254	  114.37982	 6.997E+00	 1.795E-01	   0.0549326	1e-3	293.16	36.7	 1.553859	 2.532E-01	 6.196E-02	 6.348E+00	 1.239E+02	 5.942E+00	 5.530E-03	 0.000E+00	 2.227E-01	0.0240799621052632	 5.664E-01	 1.5738E+02	 1.208E+01	 1.2552E-01	 2.896E+01	 1.429E-01
95	0.3	4910.16812672738	  114.37982	 3.940E+00	 5.068E-02	   0.0549326	1e-3	293.16	36.7	 1.553859	 3.025E-01	 6.196E-02	 4.967E+00	 1.219E+02	 5.340E+00	 8.062E-03	 0.000E+00	 2.143E-01	0.0240799621052632	 3.765E-01	 1.5858E+02	 1.192E+01	 2.7555E-01	 3.460E+01	 2.538E-01
95	0.3	7007.25918368044	  114.37982	 1.835E+00	 1.034E-02	   0.0549326	1e-3	293.16	36.7	 1.553859	 3.614E-01	 6.202E-02	 4.000E+00	 1.196E+02	 4.812E+00	 1.147E-02	 0.000E+00	 2.116E-01	0.0240799621052632	 2.619E-01	 1.5978E+02	 1.176E+01	 3.9753E-01	 4.133E+01	 5.449E-01
95	0.3	9999.99999999999	  114.37982	 6.822E-01	 1.436E-03	   0.0549326	1e-3	293.16	36.7	 1.553859	 4.317E-01	 6.222E-02	 3.336E+00	 1.173E+02	 4.377E+00	 1.572E-02	 0.000E+00	 2.134E-01	0.0240799621052632	 1.841E-01	 1.6087E+02	 1.175E+01	 4.9293E-01	 4.938E+01	 1.465E+00
diam[nm],	phi	charge	MeanR[nm]	U(<r>)	U(r_FCC)	2pi/MeanR	Salt[然]	T[K]	Eps.	Lb[nm]	kappa[1/nm]	q_max[1/nm]	Sq_max	r_max[nm]	gr_max	S(0)	Contact_value	alpha	dr[diam]	U(rm)	r_dip[nm]	Nn	gr_dip	lambda	T~
75	1e-3	300	  604.49698	 1.060E+01	 6.449E+00	   0.0103941	1e-3	293.16	36.7	 1.553859	 5.154E-03	 1.107E-02	 1.809E+00	 6.226E+02	 2.492E+00	 5.778E-01	 0.000E+00	 3.500E-01	0.00648280533333333	 9.372E+00	 4.9393E+02	 7.811E-01	 2.5273E+00	 3.115E+00	 9.431E-02
75	1e-3	381.677890961818	  604.49698	 1.162E+01	 6.732E+00	   0.0103941	1e-3	293.16	36.7	 1.553859	 5.813E-03	 1.140E-02	 3.060E+00	 6.383E+02	 2.578E+00	 4.704E-03	 0.000E+00	 2.069E-01	0.161199194666667	 9.039E+00	 9.0553E+02	 1.351E+01	 5.9630E-01	 3.514E+00	 8.604E-02
75	1e-3	485.593374830204	  604.49698	 1.212E+01	 6.650E+00	   0.0103941	1e-3	293.16	36.7	 1.553859	 6.556E-03	 1.143E-02	 3.499E+00	 6.407E+02	 2.815E+00	 4.344E-03	 0.000E+00	 1.853E-01	0.161199194666667	 9.020E+00	 9.0160E+02	 1.346E+01	 5.5084E-01	 3.963E+00	 8.244E-02
75	1e-3	617.800850567412	  604.49698	 1.198E+01	 6.174E+00	   0.0103941	1e-3	293.16	36.7	 1.553859	 7.395E-03	 1.145E-02	 3.923E+00	 6.443E+02	 3.025E+00	 4.178E-03	 0.000E+00	 1.657E-01	0.161199194666667	 8.367E+00	 8.9828E+02	 1.342E+01	 5.0970E-01	 4.470E+00	 8.346E-02
75	1e-3	786.003085596623	  604.49698	 1.112E+01	 5.346E+00	   0.0103941	1e-3	293.16	36.7	 1.553859	 8.341E-03	 1.148E-02	 4.269E+00	 6.456E+02	 3.184E+00	 4.224E-03	 0.000E+00	 1.480E-01	0.161199194666667	 7.394E+00	 8.9495E+02	 1.337E+01	 4.7332E-01	 5.042E+00	 8.987E-02
75	1e-3	1000	  604.49698	 9.641E+00	 4.280E+00	   0.0103941	1e-3	293.16	36.7	 1.553859	 9.407E-03	 1.150E-02	 4.466E+00	 6.468E+02	 3.274E+00	 4.533E-03	 0.000E+00	 1.323E-01	0.161199194666667	 6.051E+00	 8.9072E+02	 1.318E+01	 4.4583E-01	 5.687E+00	 1.037E-01
75	0.00251188643150958	300	  444.69352	 8.976E+00	 5.123E+00	   0.0141292	1e-3	293.16	36.7	 1.553859	 8.173E-03	 1.550E-02	 2.776E+00	 4.669E+02	 2.411E+00	 6.007E-03	 0.000E+00	 2.779E-01	0.118584938666667	 7.128E+00	 6.6815E+02	 1.370E+01	 6.2725E-01	 3.634E+00	 1.114E-01
75	0.00251188643150958	381.677890961818	  444.69352	 9.304E+00	 5.017E+00	   0.0141292	1e-3	293.16	36.7	 1.553859	 9.218E-03	 1.554E-02	 3.148E+00	 4.695E+02	 2.624E+00	 5.559E-03	 0.000E+00	 2.487E-01	0.118584938666667	 7.003E+00	 6.6503E+02	 1.348E+01	 5.8208E-01	 4.099E+00	 1.074E-01
75	0.00251188643150958	485.593374830204	  444.69352	 9.129E+00	 4.617E+00	   0.0141292	1e-3	293.16	36.7	 1.553859	 1.039E-02	 1.557E-02	 3.503E+00	 4.713E+02	 2.812E+00	 5.362E-03	 0.000E+00	 2.221E-01	0.118584938666667	 6.526E+00	 6.6214E+02	 1.343E+01	 5.4177E-01	 4.623E+00	 1.095E-01
75	0.00251188643150958	617.800850567412	  444.69352	 8.422E+00	 3.961E+00	   0.0141292	1e-3	293.16	36.7	 1.553859	 1.172E-02	 1.560E-02	 3.786E+00	 4.731E+02	 2.956E+00	 5.436E-03	 0.000E+00	 1.982E-01	0.118584938666667	 5.669E+00	 6.5881E+02	 1.336E+01	 5.0710E-01	 5.215E+00	 1.187E-01
75	0.00251188643150958	786.003085596623	  444.69352	 7.251E+00	 3.143E+00	   0.0141292	1e-3	293.16	36.7	 1.553859	 1.322E-02	 1.564E-02	 3.934E+00	 4.740E+02	 3.041E+00	 5.849E-03	 0.000E+00	 1.771E-01	0.118584938666667	 4.613E+00	 6.5503E+02	 1.313E+01	 4.8340E-01	 5.882E+00	 1.379E-01
75	0.00251188643150958	1000	  444.69352	 5.777E+00	 2.284E+00	   0.0141292	1e-3	293.16	36.7	 1.553859	 1.492E-02	 1.567E-02	 3.892E+00	 4.731E+02	 3.058E+00	 6.743E-03	 0.000E+00	 1.586E-01	0.118584938666667	 3.551E+00	 6.5103E+02	 1.302E+01	 4.7536E-01	 6.635E+00	 1.730E-01
75	0.00630957344480193	300	  327.13535	 7.336E+00	 3.886E+00	   0.0192067	1e-3	293.16	36.7	 1.553859	 1.297E-02	 2.112E-02	 2.889E+00	 3.441E+02	 2.478E+00	 6.908E-03	 0.000E+00	 3.326E-01	0.0872360933333333	 5.592E+00	 4.8988E+02	 1.347E+01	 6.0833E-01	 4.245E+00	 1.363E-01
75	0.00630957344480193	381.677890961818	  327.13535	 7.197E+00	 3.567E+00	   0.0192067	1e-3	293.16	36.7	 1.553859	 1.463E-02	 2.117E-02	 3.202E+00	 3.454E+02	 2.656E+00	 6.637E-03	 0.000E+00	 2.966E-01	0.0872360933333333	 5.213E+00	 4.8726E+02	 1.340E+01	 5.6828E-01	 4.788E+00	 1.389E-01
75	0.00630957344480193	485.593374830204	  327.13535	 6.649E+00	 3.057E+00	   0.0192067	1e-3	293.16	36.7	 1.553859	 1.651E-02	 2.121E-02	 3.451E+00	 3.467E+02	 2.796E+00	 6.696E-03	 0.000E+00	 2.644E-01	0.0872360933333333	 4.536E+00	 4.8465E+02	 1.333E+01	 5.3456E-01	 5.401E+00	 1.503E-01
75	0.00630957344480193	617.800850567412	  327.13535	 5.743E+00	 2.426E+00	   0.0192067	1e-3	293.16	36.7	 1.553859	 1.862E-02	 2.126E-02	 3.581E+00	 3.474E+02	 2.886E+00	 7.159E-03	 0.000E+00	 2.359E-01	0.0872360933333333	 3.706E+00	 4.8170E+02	 1.309E+01	 5.1285E-01	 6.092E+00	 1.741E-01
75	0.00630957344480193	786.003085596623	  327.13535	 4.601E+00	 1.767E+00	   0.0192067	1e-3	293.16	36.7	 1.553859	 2.100E-02	 2.131E-02	 3.547E+00	 3.467E+02	 2.914E+00	 8.181E-03	 0.000E+00	 2.109E-01	0.0872360933333333	 2.874E+00	 4.7876E+02	 1.297E+01	 5.0705E-01	 6.871E+00	 2.173E-01
75	0.00630957344480193	1000	  327.13535	 3.389E+00	 1.168E+00	   0.0192067	1e-3	293.16	36.7	 1.553859	 2.369E-02	 2.135E-02	 3.335E+00	 3.454E+02	 2.870E+00	 1.006E-02	 0.000E+00	 1.892E-01	0.0872360933333333	 2.079E+00	 4.7663E+02	 1.271E+01	 5.2353E-01	 7.750E+00	 2.950E-01
75	0.0158489319246111	300	  240.65458	 6.012E+00	 2.913E+00	   0.0261087	1e-3	293.16	36.7	 1.553859	 2.066E-02	 2.881E-02	 3.029E+00	 2.536E+02	 2.567E+00	 7.739E-03	 0.000E+00	 3.932E-01	0.0641745546666667	 4.361E+00	 3.5833E+02	 1.338E+01	 5.8465E-01	 4.973E+00	 1.663E-01
75	0.0158489319246111	381.677890961818	  240.65458	 5.633E+00	 2.525E+00	   0.0261087	1e-3	293.16	36.7	 1.553859	 2.331E-02	 2.887E-02	 3.280E+00	 2.541E+02	 2.718E+00	 7.677E-03	 0.000E+00	 3.496E-01	0.0641745546666667	 3.896E+00	 3.5616E+02	 1.329E+01	 5.4918E-01	 5.609E+00	 1.774E-01
75	0.0158489319246111	485.593374830204	  240.65458	 4.955E+00	 2.034E+00	   0.0261087	1e-3	293.16	36.7	 1.553859	 2.629E-02	 2.893E-02	 3.427E+00	 2.546E+02	 2.824E+00	 8.046E-03	 0.000E+00	 3.113E-01	0.0641745546666667	 3.244E+00	 3.5388E+02	 1.304E+01	 5.2594E-01	 6.327E+00	 2.018E-01
75	0.0158489319246111	617.800850567412	  240.65458	 4.061E+00	 1.509E+00	   0.0261087	1e-3	293.16	36.7	 1.553859	 2.965E-02	 2.900E-02	 3.429E+00	 2.546E+02	 2.875E+00	 8.976E-03	 0.000E+00	 2.776E-01	0.0641745546666667	 2.537E+00	 3.5171E+02	 1.293E+01	 5.1731E-01	 7.136E+00	 2.462E-01
75	0.0158489319246111	786.003085596623	  240.65458	 3.077E+00	 1.023E+00	   0.0261087	1e-3	293.16	36.7	 1.553859	 3.345E-02	 2.906E-02	 3.268E+00	 2.541E+02	 2.856E+00	 1.072E-02	 0.000E+00	 2.486E-01	0.0641745546666667	 1.857E+00	 3.5015E+02	 1.267E+01	 5.3005E-01	 8.050E+00	 3.248E-01
75	0.0158489319246111	1000	  240.65458	 2.136E+00	 6.261E-01	   0.0261087	1e-3	293.16	36.7	 1.553859	 3.773E-02	 2.916E-02	 2.974E+00	 2.522E+02	 2.760E+00	 1.372E-02	 0.000E+00	 2.239E-01	0.0641745546666667	 1.318E+00	 3.4918E+02	 1.254E+01	 5.6421E-01	 9.080E+00	 4.679E-01
75	0.0398107170553497	300	  177.03568	 5.325E+00	 2.311E+00	   0.0354911	1e-3	293.16	36.7	 1.553859	 3.315E-02	 3.925E-02	 3.323E+00	 1.873E+02	 2.750E+00	 7.878E-03	 0.000E+00	 4.551E-01	0.0472095146666667	 3.580E+00	 2.6139E+02	 1.310E+01	 5.4191E-01	 5.870E+00	 1.877E-01
75	0.0398107170553497	381.677890961818	  177.03568	 4.875E+00	 1.930E+00	   0.0354911	1e-3	293.16	36.7	 1.553859	 3.740E-02	 3.933E-02	 3.540E+00	 1.876E+02	 2.895E+00	 7.936E-03	 0.000E+00	 4.037E-01	0.0472095146666667	 3.091E+00	 2.5962E+02	 1.301E+01	 5.1066E-01	 6.621E+00	 2.051E-01
75	0.0398107170553497	485.593374830204	  177.03568	 4.192E+00	 1.496E+00	   0.0354911	1e-3	293.16	36.7	 1.553859	 4.218E-02	 3.946E-02	 3.621E+00	 1.880E+02	 2.990E+00	 8.465E-03	 0.000E+00	 3.590E-01	0.0472095146666667	 2.484E+00	 2.5794E+02	 1.277E+01	 4.9315E-01	 7.468E+00	 2.384E-01
75	0.0398107170553497	617.800850567412	  177.03568	 3.364E+00	 1.068E+00	   0.0354911	1e-3	293.16	36.7	 1.553859	 4.758E-02	 3.955E-02	 3.540E+00	 1.876E+02	 3.020E+00	 9.615E-03	 0.000E+00	 3.206E-01	0.0472095146666667	 1.914E+00	 2.5661E+02	 1.266E+01	 4.9514E-01	 8.424E+00	 2.972E-01
75	0.0398107170553497	786.003085596623	  177.03568	 2.499E+00	 6.955E-01	   0.0354911	1e-3	293.16	36.7	 1.553859	 5.367E-02	 3.964E-02	 3.306E+00	 1.865E+02	 2.974E+00	 1.164E-02	 0.000E+00	 2.876E-01	0.0472095146666667	 1.419E+00	 2.5572E+02	 1.254E+01	 5.1758E-01	 9.502E+00	 4.000E-01
75	0.0398107170553497	1000	  177.03568	 1.703E+00	 4.085E-01	   0.0354911	1e-3	293.16	36.7	 1.553859	 6.054E-02	 3.977E-02	 2.971E+00	 1.848E+02	 2.852E+00	 1.497E-02	 0.000E+00	 2.604E-01	0.0472095146666667	 1.018E+00	 2.5537E+02	 1.242E+01	 5.5950E-01	 1.071E+01	 5.868E-01
75	0.1	300	  130.23493	 5.811E+00	 2.178E+00	   0.0482450	1e-3	293.16	36.7	 1.553859	 5.428E-02	 5.359E-02	 4.135E+00	 1.390E+02	 3.194E+00	 6.449E-03	 0.000E+00	 5.069E-01	0.0347293146666667	 3.364E+00	 1.8988E+02	 1.286E+01	 4.4656E-01	 7.069E+00	 1.720E-01
75	0.1	381.677890961818	  130.23493	 5.436E+00	 1.824E+00	   0.0482450	1e-3	293.16	36.7	 1.553859	 6.122E-02	 5.371E-02	 4.416E+00	 1.396E+02	 3.382E+00	 6.383E-03	 0.000E+00	 4.486E-01	0.0347293146666667	 2.856E+00	 1.8838E+02	 1.277E+01	 4.0902E-01	 7.973E+00	 1.839E-01
75	0.1	485.593374830204	  130.23493	 4.813E+00	 1.425E+00	   0.0482450	1e-3	293.16	36.7	 1.553859	 6.906E-02	 5.382E-02	 4.518E+00	 1.396E+02	 3.514E+00	 6.681E-03	 0.000E+00	 3.986E-01	0.0347293146666667	 2.349E+00	 1.8714E+02	 1.257E+01	 3.8691E-01	 8.994E+00	 2.077E-01
75	0.1	617.800850567412	  130.23493	 4.008E+00	 1.030E+00	   0.0482450	1e-3	293.16	36.7	 1.553859	 7.789E-02	 5.388E-02	 4.415E+00	 1.396E+02	 3.572E+00	 7.423E-03	 0.000E+00	 3.562E-01	0.0347293146666667	 1.800E+00	 1.8617E+02	 1.247E+01	 3.8703E-01	 1.014E+01	 2.494E-01
75	0.1	786.003085596623	  130.23493	 3.118E+00	 6.841E-01	   0.0482450	1e-3	293.16	36.7	 1.553859	 8.786E-02	 5.400E-02	 4.124E+00	 1.388E+02	 3.542E+00	 8.760E-03	 0.000E+00	 3.209E-01	0.0347293146666667	 1.374E+00	 1.8558E+02	 1.236E+01	 4.0997E-01	 1.144E+01	 3.206E-01
75	0.1	1000	  130.23493	 2.249E+00	 4.125E-01	   0.0482450	1e-3	293.16	36.7	 1.553859	 9.910E-02	 5.406E-02	 3.712E+00	 1.377E+02	 3.426E+00	 1.090E-02	 0.000E+00	 2.916E-01	0.0347293146666667	 1.005E+00	 1.8551E+02	 1.226E+01	 4.5366E-01	 1.290E+01	 4.445E-01
diam[nm],	phi	charge	MeanR[nm]	U(<r>)	U(r_FCC)	2pi/MeanR	Salt[然]	T[K]	Eps.	Lb[nm]	kappa[1/nm]	q_max[1/nm]	Sq_max	r_max[nm]	gr_max	S(0)	Contact_value	alpha	dr[diam]	U(rm)	r_dip[nm]	Nn	gr_dip	lambda	T~
60	1e-5	200
60	1e-5	326.137881790662
60	1e-5	531.829589694499
60	1e-5	867.248879282804
60	1e-5	1414.2135623731
60	1e-5	2306.14307815994
60	1e-5	3760.60309308639
60	1e-5	6132.37563517304
60	1e-5	10000
60	3.62777343966308e-005	200
60	3.62777343966308e-005	531.829589694499	 1460.84478	 2.077E+01	 1.333E+01	   0.0043011	0.001	293.16	36.7	 1.553859	 1.831E-03	 4.718E-03	 3.285E+00	 1.550E+03	 2.698E+00	 2.725E-03	 0.000E+00	 8.213E-02	0.34729314	 1.661E+01	 2.1822E+03	 1.353E+01	 5.7566E-01	 2.675E+00	 4.812E-02
60	3.62777343966308e-005	867.248879282804
60	3.62777343966308e-005	1414.2135623731
60	3.62777343966308e-005	2306.14307815994
60	3.62777343966308e-005	3760.60309308639
60	3.62777343966308e-005	6132.37563517304
60	3.62777343966308e-005	10000
60	0.000131607401295249	200
60	0.000131607401295249	326.137881790662	  950.73034	 1.309E+01	 8.491E+00	   0.0066088	0.001	293.16	36.7	 1.553859	 2.726E-03	 7.229E-03	 2.554E+00	 9.981E+02	 2.269E+00	 4.295E-03	 0.000E+00	 1.327E-01	0.34729314	 1.095E+01	 1.4351E+03	 1.371E+01	 6.6124E-01	 2.592E+00	 7.637E-02
60	0.000131607401295249	531.829589694499	  950.73034	 1.708E+01	 1.014E+01	   0.0066088	0.001	293.16	36.7	 1.553859	 3.479E-03	 7.251E-03	 3.568E+00	 1.012E+03	 2.852E+00	 3.274E-03	 0.000E+00	 1.083E-01	0.34729314	 1.292E+01	 1.4174E+03	 1.357E+01	 5.5007E-01	 3.308E+00	 5.854E-02
60	0.000131607401295249	867.248879282804	  950.73034	 1.830E+01	 9.723E+00	   0.0066088	0.001	293.16	36.7	 1.553859	 4.442E-03	 7.280E-03	 4.739E+00	 1.023E+03	 3.412E+00	 2.850E-03	 0.000E+00	 8.707E-02	0.34729314	 1.233E+01	 1.4070E+03	 1.335E+01	 4.6055E-01	 4.223E+00	 5.462E-02
60	0.000131607401295249	1414.2135623731	  950.73034	 1.527E+01	 7.033E+00	   0.0066088	0.001	293.16	36.7	 1.553859	 5.671E-03	 7.310E-03	 5.558E+00	 1.027E+03	 3.737E+00	 3.029E-03	 0.000E+00	 6.958E-02	0.34729314	 9.159E+00	 1.4028E+03	 1.333E+01	 3.9152E-01	 5.391E+00	 6.544E-02
60	0.000131607401295249	2306.14307815994	  950.73034	 9.274E+00	 3.556E+00	   0.0066088	0.001	293.16	36.7	 1.553859	 7.240E-03	 7.332E-03	 5.304E+00	 1.027E+03	 3.658E+00	 4.261E-03	 0.000E+00	 5.598E-02	0.34729314	 4.930E+00	 1.3867E+03	 1.304E+01	 3.6324E-01	 6.884E+00	 1.078E-01
60	0.000131607401295249	3760.60309308639	  950.73034	 3.755E+00	 1.140E+00	   0.0066088	0.001	293.16	36.7	 1.553859	 9.245E-03	 7.361E-03	 3.867E+00	 1.012E+03	 3.206E+00	 8.577E-03	 0.000E+00	 4.575E-02	0.34729314	 1.987E+00	 1.3737E+03	 1.258E+01	 4.5691E-01	 8.790E+00	 2.663E-01
60	0.000131607401295249	6132.37563517304	  950.73034	 9.082E-01	 2.046E-01	   0.0066088	0.001	293.16	36.7	 1.553859	 1.180E-02	 7.457E-03	 2.367E+00	 9.710E+02	 2.459E+00	 2.386E-02	 0.000E+00	 3.853E-02	0.34729314	 6.997E-01	 1.3778E+03	 1.236E+01	 6.5759E-01	 1.122E+01	 1.100E+00
60	0.000131607401295249	10000	  950.73034	 1.141E-01	 1.757E-02	   0.0066088	0.001	293.16	36.7	 1.553859	 1.507E-02	 7.788E-03	 1.587E+00	 9.001E+02	 1.823E+00	 7.001E-02	 0.000E+00	 3.369E-02	0.34729314	 2.582E-01	 1.3565E+03	 1.148E+01	 8.3089E-01	 1.433E+01	 8.761E+00
60	0.000477441834881986	200	  618.74348	 8.238E+00	 5.393E+00	   0.0101547	0.001	293.16	36.7	 1.553859	 4.064E-03	 1.110E-02	 2.063E+00	 6.417E+02	 1.933E+00	 6.771E-03	 0.000E+00	 2.150E-01	0.34729314	 7.231E+00	 9.4133E+02	 1.406E+01	 7.4058E-01	 2.514E+00	 1.213E-01
60	0.000477441834881986	326.137881790662	  618.74348	 1.101E+01	 6.623E+00	   0.0101547	0.001	293.16	36.7	 1.553859	 5.188E-03	 1.110E-02	 2.796E+00	 6.522E+02	 2.409E+00	 5.092E-03	 0.000E+00	 1.759E-01	0.34729314	 8.784E+00	 9.3352E+02	 1.366E+01	 6.3197E-01	 3.210E+00	 9.077E-02
60	0.000477441834881986	531.829589694499	  618.74348	 1.220E+01	 6.581E+00	   0.0101547	0.001	293.16	36.7	 1.553859	 6.624E-03	 1.112E-02	 3.689E+00	 6.605E+02	 2.890E+00	 4.338E-03	 0.000E+00	 1.419E-01	0.34729314	 8.666E+00	 9.2623E+02	 1.361E+01	 5.3961E-01	 4.098E+00	 8.193E-02
60	0.000477441834881986	867.248879282804	  618.74348	 1.064E+01	 4.997E+00	   0.0101547	0.001	293.16	36.7	 1.553859	 8.458E-03	 1.116E-02	 4.384E+00	 6.647E+02	 3.212E+00	 4.454E-03	 0.000E+00	 1.139E-01	0.34729314	 6.717E+00	 9.1945E+02	 1.353E+01	 4.6847E-01	 5.233E+00	 9.392E-02
60	0.000477441834881986	1414.2135623731	  618.74348	 6.859E+00	 2.695E+00	   0.0101547	0.001	293.16	36.7	 1.553859	 1.080E-02	 1.121E-02	 4.325E+00	 6.647E+02	 3.238E+00	 5.920E-03	 0.000E+00	 9.175E-02	0.34729314	 3.885E+00	 9.0851E+02	 1.311E+01	 4.4551E-01	 6.682E+00	 1.457E-01
60	0.000477441834881986	2306.14307815994	  618.74348	 3.007E+00	 9.423E-01	   0.0101547	0.001	293.16	36.7	 1.553859	 1.379E-02	 1.128E-02	 3.363E+00	 6.543E+02	 2.930E+00	 1.086E-02	 0.000E+00	 7.450E-02	0.34729314	 1.741E+00	 9.0018E+02	 1.276E+01	 5.2095E-01	 8.533E+00	 3.324E-01
60	0.000477441834881986	3760.60309308639	  618.74348	 8.098E-01	 1.899E-01	   0.0101547	0.001	293.16	36.7	 1.553859	 1.761E-02	 1.146E-02	 2.235E+00	 6.292E+02	 2.341E+00	 2.681E-02	 0.000E+00	 6.184E-02	0.34729314	 6.612E-01	 8.9914E+02	 1.238E+01	 6.8413E-01	 1.089E+01	 1.234E+00
60	0.000477441834881986	6132.37563517304	  618.74348	 1.175E-01	 1.904E-02	   0.0101547	0.001	293.16	36.7	 1.553859	 2.248E-02	 1.197E-02	 1.574E+00	 5.855E+02	 1.798E+00	 7.151E-02	 0.000E+00	 5.328E-02	0.34729314	 2.620E-01	 8.8299E+02	 1.138E+01	 8.3577E-01	 1.391E+01	 8.509E+00
60	0.000477441834881986	10000	  618.74348	 7.788E-03	 7.874E-04	   0.0101547	0.001	293.16	36.7	 1.553859	 2.871E-02	 1.300E-02	 1.277E+00	 5.313E+02	 1.459E+00	 1.644E-01	 0.000E+00	 4.815E-02	0.34729314	 1.115E-01	 8.3350E+02	 9.197E+00	 9.2603E-01	 1.776E+01	 1.283E+02
60	0.00173205080756888	200	  402.68357	 7.160E+00	 4.354E+00	   0.0156033	0.001	293.16	36.7	 1.553859	 7.741E-03	 1.699E-02	 2.285E+00	 4.230E+02	 2.062E+00	 7.871E-03	 0.000E+00	 2.867E-01	0.34729314	 5.824E+00	 6.1366E+02	 1.400E+01	 7.0847E-01	 3.117E+00	 1.396E-01
60	0.00173205080756888	326.137881790662	  402.68357	 8.250E+00	 4.514E+00	   0.0156033	0.001	293.16	36.7	 1.553859	 9.885E-03	 1.696E-02	 2.987E+00	 4.292E+02	 2.470E+00	 6.563E-03	 0.000E+00	 2.331E-01	0.34729314	 5.951E+00	 6.1002E+02	 1.398E+01	 6.1401E-01	 3.980E+00	 1.212E-01
60	0.00173205080756888	531.829589694499	  402.68357	 7.593E+00	 3.630E+00	   0.0156033	0.001	293.16	36.7	 1.553859	 1.262E-02	 1.699E-02	 3.588E+00	 4.334E+02	 2.781E+00	 6.513E-03	 0.000E+00	 1.888E-01	0.34729314	 4.786E+00	 6.0481E+02	 1.389E+01	 5.4161E-01	 5.083E+00	 1.316E-01
60	0.00173205080756888	867.248879282804	  402.68357	 5.262E+00	 2.117E+00	   0.0156033	0.001	293.16	36.7	 1.553859	 1.611E-02	 1.709E-02	 3.653E+00	 4.334E+02	 2.882E+00	 8.145E-03	 0.000E+00	 1.527E-01	0.34729314	 2.979E+00	 5.9751E+02	 1.328E+01	 5.2107E-01	 6.490E+00	 1.900E-01
60	0.00173205080756888	1414.2135623731	  402.68357	 2.549E+00	 8.232E-01	   0.0156033	0.001	293.16	36.7	 1.553859	 2.058E-02	 1.726E-02	 3.028E+00	 4.250E+02	 2.705E+00	 1.343E-02	 0.000E+00	 1.234E-01	0.34729314	 1.523E+00	 5.9126E+02	 1.290E+01	 5.7557E-01	 8.288E+00	 3.921E-01
60	0.00173205080756888	2306.14307815994	  402.68357	 7.861E-01	 1.916E-01	   0.0156033	0.001	293.16	36.7	 1.553859	 2.628E-02	 1.759E-02	 2.176E+00	 4.084E+02	 2.267E+00	 2.881E-02	 0.000E+00	 1.007E-01	0.34729314	 6.666E-01	 5.8762E+02	 1.245E+01	 7.0095E-01	 1.058E+01	 1.272E+00
60	0.00173205080756888	3760.60309308639	  402.68357	 1.369E-01	 2.331E-02	   0.0156033	0.001	293.16	36.7	 1.553859	 3.356E-02	 1.833E-02	 1.596E+00	 3.834E+02	 1.809E+00	 6.878E-02	 0.000E+00	 8.485E-02	0.34729314	 2.747E-01	 5.7668E+02	 1.128E+01	 8.3206E-01	 1.351E+01	 7.299E+00
